access,gateway,0.3333333333333333
account,explanation,1.0
account,invoice,1.0
account,statement,0.5
acoustic,remedy,0.5
acrylic,cloth,0.5
action,adjustment,0.3333333333333333
action,entrance,0.3333333333333333
activity,event,0.3333333333333333
activity,music,0.5
activity,skiing,0.25
addition,segment,0.25
adhesive,glue,0.3333333333333333
adult,dentist,0.2
adult,doctor,0.2
afternoon,substance,0.25
age,childhood,0.3333333333333333
agency,army,0.5
agency,office,1.0
agency,police,0.3333333333333333
agent,spy,0.3333333333333333
agreement,contract,0.3333333333333333
aim,purpose,1.0
aircraft,balloon,0.3333333333333333
aircraft,yacht,0.25
alarm,horn,0.5
alarm,press,0.25
algorithm,search,0.2
alien,stranger,1.0
alloy,metal,1.0
alphabet,script,0.5
aluminum,oxygen,0.25
amount,distance,0.3333333333333333
amount,number,1.0
amount,season,0.3333333333333333
amusement,athletics,0.3333333333333333
amusement,play,0.3333333333333333
amusement,procedure,0.25
anatomy,creation,0.25
animal,flora,0.3333333333333333
animal,worm,0.3333333333333333
ankle,joint,0.25
anniversary,birthday,0.5
answer,plea,0.5
apparel,dress,1.0
appearance,shadow,0.3333333333333333
apple,bank,0.09090909090909091
apple,orange,0.25
apple,pod,0.25
appliance,dryer,0.5
appliance,refrigerator,0.25
approach,swing,0.5
approval,encouragement,0.5
approving,interaction,0.14285714285714285
arc,rainbow,0.5
architecture,engineering,0.3333333333333333
area,patio,0.5
area,region,1.0
argument,evidence,0.5
argument,indication,0.3333333333333333
arm,arrow,0.3333333333333333
arm,missile,0.5
armor,mail,0.3333333333333333
army,legion,0.5
aroma,fragrance,1.0
aroma,smell,1.0
arrangement,blizzard,0.25
arrangement,room,0.3333333333333333
article,girl,0.125
artillery,gun,1.0
aspen,maple,0.25
ass,donkey,0.5
assembly,crowd,0.3333333333333333
assets,capital,0.5
assets,credit,0.5
assets,income,0.2
association,organization,0.5
athlete,participant,0.3333333333333333
athletics,racing,0.5
athletics,swimming,0.3333333333333333
attitude,notice,0.16666666666666666
attitude,study,0.2
attorney,lawyer,1.0
attraction,pressure,0.25
attraction,quality,0.5
attribute,condition,0.3333333333333333
average,time,0.2
baby,computer,0.25
bail,bond,1.0
bait,instrument,0.3333333333333333
bait,pump,0.2
bakery,work,0.5
bakery,workplace,0.5
balance,gauge,0.25
ball,egg,1.0
ball,nut,1.0
ball,poker,0.14285714285714285
ball,sphere,0.5
band,circle,1.0
bar,needle,0.3333333333333333
bar,rod,0.3333333333333333
barrel,gallon,0.3333333333333333
base,club,0.25
base,stock,0.5
baseball,softball,0.5
basin,vessel,0.5
basketball,hockey,0.25
basketball,squash,0.3333333333333333
bathroom,chamber,0.3333333333333333
battle,fight,1.0
bay,mere,0.2
beach,chain,0.3333333333333333
beach,ridge,0.3333333333333333
beam,column,0.25
beat,meter,1.0
beat,rhythm,1.0
bed,layer,1.0
bedroom,cell,0.3333333333333333
bedroom,construction,0.25
bee,insect,0.3333333333333333
beef,cattle,0.5
beef,meat,0.5
beginner,novice,1.0
behavior,purpose,0.25
belief,magic,0.3333333333333333
belief,purpose,0.25
bench,seat,0.5
bend,curve,1.0
berry,citrus,0.3333333333333333
bill,invoice,1.0
billboard,structure,0.3333333333333333
bin,box,0.3333333333333333
bin,cup,0.3333333333333333
binary,star,0.5
bird,creature,0.25
bird,solid,0.25
birth,modification,0.5
bishop,priest,0.5
bit,tool,0.3333333333333333
bite,breakfast,0.3333333333333333
bite,taste,0.5
black,juvenile,0.3333333333333333
blade,projector,0.2
blanket,sleeve,0.25
blizzard,rash,1.0
blow,contact,0.3333333333333333
