access,gateway,0.875
account,explanation,1.0
account,invoice,1.0
account,statement,0.9411764705882353
acoustic,remedy,0.9411764705882353
acrylic,cloth,0.9230769230769231
action,adjustment,0.8571428571428571
action,entrance,0.8571428571428571
activity,event,0.8
activity,music,0.9230769230769231
activity,skiing,0.8
addition,segment,0.7272727272727273
adhesive,glue,0.875
adult,dentist,0.6
adult,doctor,0.6666666666666666
afternoon,substance,0.7272727272727273
age,childhood,0.8571428571428571
agency,army,0.9411764705882353
agency,office,1.0
agency,police,0.8888888888888888
agent,spy,0.9166666666666666
agreement,contract,0.8571428571428571
aim,purpose,1.0
aircraft,balloon,0.9090909090909091
aircraft,yacht,0.8571428571428571
alarm,horn,0.9411764705882353
alarm,press,0.8235294117647058
algorithm,search,0.75
alien,stranger,1.0
alloy,metal,1.0
alphabet,script,0.9333333333333333
aluminum,oxygen,0.8
amount,distance,0.7692307692307693
amount,number,1.0
amount,season,0.6666666666666666
amusement,athletics,0.875
amusement,play,0.875
amusement,procedure,0.8
anatomy,creation,0.7692307692307693
animal,flora,0.8571428571428571
animal,worm,0.875
ankle,joint,0.8
anniversary,birthday,0.9411764705882353
answer,plea,0.9333333333333333
apparel,dress,1.0
appearance,shadow,0.875
apple,bank,0.42105263157894735
apple,orange,0.8571428571428571
apple,pod,0.8571428571428571
appliance,dryer,0.9473684210526315
appliance,refrigerator,0.8571428571428571
approach,swing,0.9565217391304348
approval,encouragement,0.9090909090909091
approving,interaction,0.625
arc,rainbow,0.9333333333333333
architecture,engineering,0.8888888888888888
area,patio,0.9333333333333333
area,region,1.0
argument,evidence,0.9090909090909091
argument,indication,0.8
arm,arrow,0.9
arm,missile,0.9473684210526315
armor,mail,0.8888888888888888
army,legion,0.9411764705882353
aroma,fragrance,1.0
aroma,smell,1.0
arrangement,blizzard,0.7272727272727273
arrangement,room,0.8
article,girl,0.5333333333333333
artillery,gun,1.0
aspen,maple,0.88
ass,donkey,0.967741935483871
assembly,crowd,0.8333333333333334
assets,capital,0.9090909090909091
assets,credit,0.9090909090909091
assets,income,0.7142857142857143
association,organization,0.9090909090909091
athlete,participant,0.6666666666666666
athletics,racing,0.9411764705882353
athletics,swimming,0.8888888888888888
attitude,notice,0.6153846153846154
attitude,study,0.6666666666666666
attorney,lawyer,1.0
attraction,pressure,0.8
attraction,quality,0.8888888888888888
attribute,condition,0.75
average,time,0.75
baby,computer,0.7058823529411765
bail,bond,1.0
bait,instrument,0.875
bait,pump,0.7777777777777778
bakery,work,0.9333333333333333
bakery,workplace,0.9333333333333333
balance,gauge,0.8571428571428571
ball,egg,1.0
ball,nut,1.0
ball,poker,0.6666666666666666
ball,sphere,0.9230769230769231
band,circle,1.0
bar,needle,0.875
bar,rod,0.875
barrel,gallon,0.8888888888888888
base,club,0.8
base,stock,0.96
baseball,softball,0.9629629629629629
basin,vessel,0.9411764705882353
basketball,hockey,0.8571428571428571
basketball,squash,0.9090909090909091
bathroom,chamber,0.8888888888888888
battle,fight,1.0
bay,mere,0.6666666666666666
beach,chain,0.8
beach,ridge,0.8
beam,column,0.8571428571428571
beat,meter,1.0
beat,rhythm,1.0
bed,layer,1.0
bedroom,cell,0.8888888888888888
bedroom,construction,0.8
bee,insect,0.9090909090909091
beef,cattle,0.9714285714285714
beef,meat,0.9230769230769231
beginner,novice,1.0
behavior,purpose,0.7272727272727273
belief,magic,0.8571428571428571
belief,purpose,0.7692307692307693
bench,seat,0.9473684210526315
bend,curve,1.0
berry,citrus,0.8571428571428571
bill,invoice,1.0
