access,gateway,0.7650207913918325
account,explanation,1.0
account,invoice,1.0
account,statement,0.9883472867618703
acoustic,remedy,1.8401620982366075e-299
acrylic,cloth,1.3874892222684544e-299
action,adjustment,0.594841019250732
action,entrance,0.6441848446284459
activity,event,0.7998070219148057
activity,music,0.5438075977075741
activity,skiing,6.765110594463307e-300
addition,segment,0.7310532497807906
adhesive,glue,0.9175814521212934
adult,dentist,0.5676821579619461
adult,doctor,0.7539921070706236
afternoon,substance,0.5110388099895367
age,childhood,0.8126630072154142
agency,army,0.5307328064823572
agency,office,1.0
agency,police,0.9491423112631414
agent,spy,0.9357760597532819
agreement,contract,0.9598283122150632
aim,purpose,1.0
aircraft,balloon,0.8148990257628558
aircraft,yacht,0.6777190408471016
alarm,horn,1.0
alarm,press,0.38939096712855253
algorithm,search,6.765110594463307e-300
alien,stranger,1.0
alloy,metal,1.0
alphabet,script,1.0
aluminum,oxygen,0.6735277139135583
amount,distance,0.6442457695772418
amount,number,1.0
amount,season,0.6074570659014108
amusement,athletics,0.8433145940221045
amusement,play,0.7158652084602831
amusement,procedure,0.48675010164297877
anatomy,creation,0.6377036484533855
animal,flora,0.34607427304540145
animal,worm,0.6443866790434855
ankle,joint,0.8520349362663456
anniversary,birthday,0.9702538048986691
answer,plea,1.0
apparel,dress,1.0
appearance,shadow,0.9365074416758374
apple,bank,0.11555825697698048
apple,orange,0.7302736858212975
apple,pod,0.6275611017864949
appliance,dryer,0.8541213827480734
appliance,refrigerator,0.9503536215819923
approach,swing,0.5874310232552726
approval,encouragement,0.8872461999332836
approving,interaction,0.31909506650766417
arc,rainbow,1.0
architecture,engineering,0.7378441303752225
area,patio,0.6709546368690953
area,region,1.0
argument,evidence,0.8825453412792831
argument,indication,0.859784282407222
arm,arrow,0.7058258882978266
arm,missile,0.8788316897530559
armor,mail,0.22518480149999245
army,legion,0.8296004097692525
aroma,fragrance,1.0
aroma,smell,1.0
arrangement,blizzard,1.1171486389984004e-299
arrangement,room,0.8254240072487818
article,girl,0.18166850531232467
artillery,gun,1.0
aspen,maple,1.7986342252809583e-299
ass,donkey,1.0
assembly,crowd,0.7249630072146225
assets,capital,0.8367726422354993
assets,credit,0.7256104749238389
assets,income,0.8766498177469242
association,organization,0.6912893132436491
athlete,participant,0.8783390619455669
athletics,racing,0.7381695630994023
athletics,swimming,0.7974497857169195
attitude,notice,0.3448439630747632
attitude,study,0.47188375599209104
attorney,lawyer,1.0
attraction,pressure,0.6352470023934967
attraction,quality,0.7297172971446032
attribute,condition,0.7333127107565183
average,time,0.8636214685013647
baby,computer,0.14913814260141328
bail,bond,1.0
bait,instrument,0.16685033240284347
bait,pump,8.735171511348218e-300
bakery,work,1.3890956566079073e-299
bakery,workplace,1.3890956566079073e-299
balance,gauge,0.35782372257453743
ball,egg,1.0
ball,nut,1.0
ball,poker,7.160589662656483e-300
ball,sphere,0.9804940319928858
band,circle,1.0
bar,needle,0.6269585388991149
bar,rod,0.7444949021149245
barrel,gallon,1.0
base,club,0.7898540788354632
base,stock,0.681716575497757
baseball,softball,1.7093768047552745e-299
basin,vessel,0.7886931051559984
basketball,hockey,1.5590935870184905e-299
basketball,squash,2.031264387242095e-299
bathroom,chamber,0.6425394287734448
battle,fight,1.0
bay,mere,1.2064837143493657e-299
beach,chain,0.5875936140922523
beach,ridge,0.6819362115220157
beam,column,0.8208294386750562
beat,meter,1.0
beat,rhythm,1.0
bed,layer,1.0
bedroom,cell,0.25468324230570927
bedroom,construction,0.6333265799476245
bee,insect,0.9470601400270452
beef,cattle,0.8791113584738061
beef,meat,0.8519307497038924
beginner,novice,1.0
behavior,purpose,0.6766318327780501
belief,magic,0.6712861881807238
belief,purpose,0.5607207907456141
bench,seat,0.8820917181487243
bend,curve,1.0
berry,citrus,0.8343421856347555
bill,invoice,1.0
billboard,structure,7.885028315918102e-300
bin,box,0.5808987141684119
bin,cup,0.5492324184136852
binary,star,0.7982028586891141
bird,creature,0.8119343591503885
bird,solid,0.8148632953468918
birth,modification,0.6945322997714913
bishop,priest,0.9564909132471596
bit,tool,0.357838948355701
bite,breakfast,0.7178978529420984
bite,taste,0.9568376487584653
black,juvenile,0.28181240479818953
blade,projector,1.0872077886243756e-299
blanket,sleeve,0.8371906575962397
blizzard,rash,1.0
blow,contact,0.9323653761721129
blue,red,0.8154803295637181
board,commission,0.9517078604366257
boat,ferry,1.6729124933964837e-299
boat,vessel,0.913278528986376
body,trunk,1.0
bond,security,0.969649887265294
bone,skull,0.8297640493710843
book,encyclopedia,0.7332090300087712
booklet,reference,0.7078542138934296
boot,kick,1.0
boot,punch,0.800177088777955
bottom,sole,0.8996352634850109
boy,male,0.8160523189226186
boy,rover,0.22526689272191996
brace,stand,0.6952086593537385
brain,head,1.0
brake,click,1.5092504286936933e-299
branch,department,0.8930222895317431
brand,knife,0.6291279844096384
brand,surname,1.3874892222684544e-299
brandy,liquor,0.8680175677383736
brass,executive,0.8171509846025136
bread,bun,0.8392922343490821
break,dash,0.9583277076879431
break,insert,1.963969939917852e-299
brick,cement,0.701107729262068
brick,strip,0.7150746242911079
broadcast,packet,0.08659181280083542
brochure,publication,0.7126646607478372
brochure,reference,0.7078542138934296
brother,member,0.8475321535131667
brush,implement,0.8212360496413131
budget,fund,0.8890782502906468
buffer,cache,1.0
bug,child,0.2005594632832967
build,flesh,1.0
building,cafe,0.7143680748182162
bulb,onion,2.2145225336169256e-299
bulletin,news,0.8364038068675907
bunny,server,2.031264387242095e-299
burn,hurt,0.9283968429778082
burning,flame,0.9937413878212603
burning,punishment,0.2607506289365985
burst,transformation,0.7311565098812784
business,disposition,0.33332824678874423
business,railway,0.8523583688533465
butter,stick,0.06381393105789682
butterfly,comma,2.2145225336169256e-299
cab,taxi,1.0
cake,pie,0.7858036130103032
calendar,circulation,0.160740483707368
calendar,system,0.7573393101527128
call,meeting,0.9531850807774096
call,statement,1.0
campaign,operation,0.8286115261341722
candy,sweet,0.9441203214356275
cap,covering,0.7241349864929628
capital,seat,0.9995861352274937
captain,officer,0.9640014307175994
card,plastic,0.34022141648788523
carriage,coach,1.0
cart,wagon,0.9065545972862611
cartoon,wit,0.8355934908536378
case,grip,0.9334247479157236
case,luggage,0.9653481513536067
case,tin,0.5563498602937915
cast,fishing,0.0794532950864239
